key,id,baseline,domain,subdomain,area,text
"CRB:8.3.2.6","8.3.2.6","CRB","Payments Security","Digital Banking Security","Open Banking Security","Regulated Entities shall ensure that open banking APIs and related infrastructure are resilient to operational failures, with adequate redundancy measures implemented to maintain service availability."
"CRB:8.3.2.7","8.3.2.7","CRB","Payments Security","Digital Banking Security","Open Banking Security","Regulated Entities shall periodically assess the security of open banking APIs, by conducting penetration testing and vulnerability assessments, to identify and mitigate any potential security risks."
"CRB:8.3.2.8","8.3.2.8","CRB","Payments Security","Digital Banking Security","Open Banking Security","Regulated Entities shall maintain detailed logs of all API access, consent transactions and data sharing events related to open banking systems. These logs should be sufficiently protected and be periodically reviewed as part of internal audits and regulatory inspections."
"CRB:8.3.2.9","8.3.2.9","CRB","Payments Security","Digital Banking Security","Open Banking Security","Regulated Entities shall provide customers with adequate awareness regarding open banking, including guidance on managing permissions and access, as well as recognizing potential fraud."
"CRB:8.3.3.1","8.3.3.1","CRB","Payments Security","Digital Banking Security","Digital Wallets Security","Digital wallets shall enforce MFA for registration, first-time login, and critical actions, such as adding or modifying a payment method, changing account settings, managing authorized devices linked to the wallet, or making high-risk transactions."
"CRB:8.3.3.2","8.3.3.2","CRB","Payments Security","Digital Banking Security","Digital Wallets Security","Regulated Entities shall verify and register devices to access digital wallets through device- binding, ensuring that wallet access and transactions are restricted to a pre-authorized registered device."
"CRB:8.3.3.3","8.3.3.3","CRB","Payments Security","Digital Banking Security","Digital Wallets Security","Digital wallets shall block usage on jail-broken or rooted devices."
"CRB:8.3.3.4","8.3.3.4","CRB","Payments Security","Digital Banking Security","Digital Wallets Security","Tokenization shall be used for processing and storing payment data."
"CRB:8.3.3.5","8.3.3.5","CRB","Payments Security","Digital Banking Security","Digital Wallets Security","APIs and payment gateways used by digital wallets shall strictly adhere to secure development practices, and shall undergo periodic vulnerability assessments and penetration testing, following the defined intervals."
"CRB:8.3.3.6","8.3.3.6","CRB","Payments Security","Digital Banking Security","Digital Wallets Security","Regulated Entities shall ensure that customers can remotely disable digital wallets or unlink devices from the wallet in case of device theft, loss, or compromise."
"CRB:8.4.1.1","8.4.1.1","CRB","Payments Security","Payment Card Data Security","Payment Card Data Protection","Regulated Entities shall ensure compliance to applicable regulations, industry standards, and best practices (e.g., PCI-DSS, PCI PTS, PCI SSF, EMV) for protecting payment card information and related systems."
"CRB:8.4.1.2","8.4.1.2","CRB","Payments Security","Payment Card Data Security","Payment Card Data Protection","Complete card number shall never be part of or included in any communication with the customers."
"CRB:8.4.1.3","8.4.1.3","CRB","Payments Security","Payment Card Data Security","Payment Card Data Protection","Card PIN generation shall be secured through strong cryptographic processes so as to restrict access to PIN only to the intended recipient."
"CRB:8.4.1.4","8.4.1.4","CRB","Payments Security","Payment Card Data Security","Payment Card Data Protection","Cardholder data shall be tokenized or encrypted at rest or in transit."
"CRB:8.5.1.1","8.5.1.1","CRB","Payments Security","Security of Customer Self-Service Machines","Physical and Environmental Security of Customer Self-Service Machines","Regulated Entities shall implement physical security measures to protect customer self- service machines from theft, damage, tampering, etc."
"CRB:8.5.1.2","8.5.1.2","CRB","Payments Security","Security of Customer Self-Service Machines","Physical and Environmental Security of Customer Self-Service Machines","Regulated Entities shall implement anti-skimming, tamper detection, and other security measures on Customer Self- Service Machines."
"CRB:8.5.1.3","8.5.1.3","CRB","Payments Security","Security of Customer Self-Service Machines","Physical and Environmental Security of Customer Self-Service Machines","Regulated Entities shall undertake physical inspection of Customer Self Service Machines and their locations at least quarterly to verify the effectiveness of implemented security measures, identify security gaps, and ensure compliance."
"CRB:8.5.2.1","8.5.2.1","CRB","Payments Security","Security of Customer Self-Service Machines","Transaction and Customer Data Security","Customer self-service machines shall authenticate customer transactions using a combination of card (e.g. debit card, credit card, tokenized card, civil ID) and PIN (static or one-time) numbers as applicable."
"CRB:8.5.2.2","8.5.2.2","CRB","Payments Security","Security of Customer Self-Service Machines","Transaction and Customer Data Security","Segregation of duties controls shall be implemented for card processing, PIN generation, and delivery of the card and PIN to the customer. Regulated Entities shall ensure that the card is issued in an inactive state and the process is established for activation."
"CRB:8.5.2.3","8.5.2.3","CRB","Payments Security","Security of Customer Self-Service Machines","Transaction and Customer Data Security","The Regulated Entities shall block the card upon three unsuccessful attempts of PIN usage and promptly notify the customer to prevent potential misuse. Requests for activation of such cards shall be undertaken with enhanced authentication and verification procedures, applying diligence through secure channels."
"CRB:8.6.1.1","8.6.1.1","CRB","Payments Security","Contactless Payment Technology Security","Contactless Payment Security Controls","Regulated Entities shall conduct risk assessment to identify risks due to use of NFC-enabled cards, QR-based payments, and other contactless technologies and implement appropriate controls to mitigate identified risks."
"CRB:8.6.1.2","8.6.1.2","CRB","Payments Security","Contactless Payment Technology Security","Contactless Payment Security Controls","Regulated Entities shall define and enforce appropriate limits on number and value of NFC transactions. Additional authentication (e.g., PIN, biometric) shall be required for transactions exceeding the defined limits."
"CRB:8.6.1.3","8.6.1.3","CRB","Payments Security","Contactless Payment Technology Security","Contactless Payment Security Controls","Regulated Entities shall notify customers through effective communication channels in real- time for transactions performed using contactless technologies."
"CRB:9.1.1.1","9.1.1.1","CRB","Operational Resilience","Business Continuity and Disaster Recovery (BC and DR)","Business Continuity and Disaster Recovery Planning and Management","Business Continuity, Disaster Recovery (BC/DR), Business Impact Analysis (BIA), Threat Risk Assessments (TRAs), Recovery processes and plans shall be documented, approved, implemented, reviewed and updated annually or upon significant changes."
"CRB:9.1.1.2","9.1.1.2","CRB","Operational Resilience","Business Continuity and Disaster Recovery (BC and DR)","Business Continuity and Disaster Recovery Planning and Management","Business Continuity Plans (BCPs) and Disaster Recovery Plans (DRPs) shall be established for individual business units, and integrated into the overall Entity-wide plans."
"CRB:9.1.1.3","9.1.1.3","CRB","Operational Resilience","Business Continuity and Disaster Recovery (BC and DR)","Business Continuity and Disaster Recovery Planning and Management","Regulated Entities shall define the Recovery Time Objectives (RTOs), Recovery Point Objectives (RPOs), and Maximum Tolerable Downtime (MTD) for critical systems and functions."
"CRB:9.1.1.4","9.1.1.4","CRB","Operational Resilience","Business Continuity and Disaster Recovery (BC and DR)","Business Continuity and Disaster Recovery Planning and Management","An alternate recovery site shall be identified for restoration of critical systems and business operations. This alternate site shall be geographically separate from the primary site."
"CRB:9.1.1.5","9.1.1.5","CRB","Operational Resilience","Business Continuity and Disaster Recovery (BC and DR)","Business Continuity and Disaster Recovery Planning and Management","Required work recovery procedures, recovery manuals, and contact lists (including names and phone numbers of the external service providers and relevant staff) shall be up-to-date and made available at the recovery site. These lists shall be reviewed and updated at least annually or more often as required."
"CRB:9.1.1.6","9.1.1.6","CRB","Operational Resilience","Business Continuity and Disaster Recovery (BC and DR)","Business Continuity and Disaster Recovery Planning and Management","Recovery strategies shall be defined and approved, entailing: a) activities to be performed during various crisis scenarios, including cyber attacks; b) technology or manual workarounds; c) roles and responsibilities; and d) communication channels and protocols for updating concerned stakeholders on an ongoing basis."
"CRB:9.1.2.1","9.1.2.1","CRB","Operational Resilience","Business Continuity and Disaster Recovery (BC and DR)","Backup and Recovery Management","A backup strategy shall be defined, approved, implemented, reviewed and updated annually or upon significant changes. The strategy shall include: a) backup periodicity; b) secure storage and disposal mechanisms; and c) security measures to protect information and backup media, including from cyber incidents."
"CRB:9.1.2.2","9.1.2.2","CRB","Operational Resilience","Business Continuity and Disaster Recovery (BC and DR)","Backup and Recovery Management","Information shall be backed up per the approved backup strategy, stored and retained according to the applicable regulatory requirements and laws."
"CRB:9.1.2.3","9.1.2.3","CRB","Operational Resilience","Business Continuity and Disaster Recovery (BC and DR)","Backup and Recovery Management","Backups shall be periodically tested, at least quarterly, for selective critical systems leading to testing backups of all critical systems within one year, for recoverability to ensure integrity and completeness of backed-up data."
"CRB:9.1.3.1","9.1.3.1","CRB","Operational Resilience","Business Continuity and Disaster Recovery (BC and DR)","Critical Services and Dependencies Management","Regulated Entities shall identify and document all critical services and their dependencies, including internal systems, third-party vendors, and supply chain components."
"CRB:9.1.3.2","9.1.3.2","CRB","Operational Resilience","Business Continuity and Disaster Recovery (BC and DR)","Critical Services and Dependencies Management","Interdependencies among critical services shall be assessed, at least annually, to identify single points of failure and mitigate risks."
"CRB:9.1.3.3","9.1.3.3","CRB","Operational Resilience","Business Continuity and Disaster Recovery (BC and DR)","Critical Services and Dependencies Management","Third-party service providers supporting critical services shall be subject to annual risk assessments."
"CRB:9.1.3.4","9.1.3.4","CRB","Operational Resilience","Business Continuity and Disaster Recovery (BC and DR)","Critical Services and Dependencies Management","Service Level Agreements (SLAs) with critical service providers shall include requirements for operational resilience, RTOs, and breach notification."
"CRB:9.1.3.5","9.1.3.5","CRB","Operational Resilience","Business Continuity and Disaster Recovery (BC and DR)","Critical Services and Dependencies Management","Contingency plans shall be established for critical service failures, including redundancy mechanisms or alternative providers."
"CRB:9.1.4.1","9.1.4.1","CRB","Operational Resilience","Business Continuity and Disaster Recovery (BC and DR)","Testing and Validation","Periodic restoration tests, at least annually, shall be conducted on the backed-up information to validate the effectiveness and completeness of the backups."
"CRB:9.1.4.2","9.1.4.2","CRB","Operational Resilience","Business Continuity and Disaster Recovery (BC and DR)","Testing and Validation","Regulated Entities shall conduct annual business continuity and disaster recovery exercises and tests (e.g. BCP drill, failovers), to ensure the effectiveness of recovery strategies and operational continuity. All critical systems, core activities and system support, and business users involved in these processes shall be part of these tests."
"CRB:9.1.4.3","9.1.4.3","CRB","Operational Resilience","Business Continuity and Disaster Recovery (BC and DR)","Testing and Validation","Business continuity and disaster recovery test results and deviations, if any, shall be documented with the appropriate action/mitigation plans. The documented outcomes and action plans shall be signed off by Executive/Senior Management."
"CRB:9.1.4.4","9.1.4.4","CRB","Operational Resilience","Business Continuity and Disaster Recovery (BC and DR)","Testing and Validation","Tabletop exercises shall be conducted annually to assess the effectiveness of recovery methods, validate scenario readiness, and ensure the practicality of action plans."
"CRB:9.1.4.5","9.1.4.5","CRB","Operational Resilience","Business Continuity and Disaster Recovery (BC and DR)","Testing and Validation","The alternate recovery site shall have physical security and access controls in accordance with Regulated Entity’s Risk Management process."
"CRB:9.1.4.6","9.1.4.6","CRB","Operational Resilience","Business Continuity and Disaster Recovery (BC and DR)","Testing and Validation","In addition to business continuity and disaster recovery testing, Regulated Entities should also consider establishing a comprehensive operational resilience testing program focusing on the ability of the organization to withstand and recover from cyber incidents, operational disruptions and third-party failures."
"CRB:9.1.4.7","9.1.4.7","CRB","Operational Resilience","Business Continuity and Disaster Recovery (BC and DR)","Testing and Validation","Regulated Entities shall ensure that the comprehensive operational resilience testing program covers all critical business services and processes, with any interdependencies identified and managed appropriately."
"CRB:9.1.4.8","9.1.4.8","CRB","Operational Resilience","Business Continuity and Disaster Recovery (BC and DR)","Testing and Validation","Regulated Entities shall ensure to perform scenario-based testing to simulate a wide range of disruption scenarios, including cyber incidents, and the results of these tests should be documented for evaluation and continuous improvement."
"CRB:9.1.4.9","9.1.4.9","CRB","Operational Resilience","Business Continuity and Disaster Recovery (BC and DR)","Testing and Validation","Regulated Entities shall perform operational resilience testing at minimum annually, or when significant changes in the operating environment occur requiring the operational recovery capabilities to be assessed again."
"CRB:9.1.4.10","9.1.4.10","CRB","Operational Resilience","Business Continuity and Disaster Recovery (BC and DR)","Testing and Validation","Regulated Entities shall ensure that any critical third parties / vendors are considered in the operational resilience testing program to ensure the recovery capabilities and impact of third-party failures are evaluated."
"CRB:9.2.1.1","9.2.1.1","CRB","Operational Resilience","Cyber Crisis Management","Crisis Management Planning and Governance","Regulated Entities shall maintain updated crisis management plans that support their enterprise resilience, including cyber crisis management planning as an integrated component. These plans shall be: a) approved by the Board or Executive/Senior Management; b) implemented enterprise-wide to ensure coverage of key organizational functions, authorities, and responsibilities; c) aligned with legal, regulatory, and organizational requirements; d) aligned with operational risk management considerations (e.g., disaster recovery, business continuity, and communications [internal/external] policies, plans, procedures, and templates)."
"CRB:9.2.1.2","9.2.1.2","CRB","Operational Resilience","Cyber Crisis Management","Crisis Management Planning and Governance","Regulated Entities shall define a Crisis Management Team that integrates the technical, business, and management functions of the Regulated Entities."
"CRB:9.2.1.3","9.2.1.3","CRB","Operational Resilience","Cyber Crisis Management","Crisis Management Planning and Governance","Crisis Management Team shall be led by the Crisis Response Lead and comprise empowered representatives specifically from Operations, Information Technology, Information Security, Legal, and Communications. The team shall: a) develop, maintain, promote, and exercise crisis management planning; b) assist the Crisis Response Lead to assess whether an incident with crisis level impact exists and whether a formal response is required; c) mobilize and deploy necessary internal and external resources to deliver the response; d) oversee execution of response activities; and e) manage the communication with internal and external stakeholders throughout a crisis management life-cycle."
"CRB:9.2.1.4","9.2.1.4","CRB","Operational Resilience","Cyber Crisis Management","Crisis Management Planning and Governance","Regulated Entities shall ensure that the Crisis Response Lead : a) holds a senior executive position with the authority to make strategic decisions; b) have skills and experience to understand the Regulated Entity’s operations and to and to be able to manage crisis; and c) have an appointed deputy in the absence of the lead."
"CRB:9.2.1.5","9.2.1.5","CRB","Operational Resilience","Cyber Crisis Management","Crisis Management Planning and Governance","A cyber crisis management process shall be documented, approved, tested, reviewed and updated annually or upon significant changes. The process shall: a) address operational risk management considerations (e.g., disaster recovery, business continuity, and communications (internal/external) policies, plans, procedures, and templates); and b) cover the entire enterprise to ensure coverage of key organizational functions, authorities, and responsibilities."
"CRB:9.2.1.6","9.2.1.6","CRB","Operational Resilience","Cyber Crisis Management","Crisis Management Planning and Governance","Regulated Entities shall define a severity impact matrix that is approved by their Board or Executive/Senior Management. The severity impact matrix shall: a) consider the outcomes of entity specific business impact analyses, internal assessments, and risk analyses; b) tier the impact to the Regulated Entities (e.g., low, medium, high; minor, moderate, severe; etc.) across their categories of significant consideration in alignment with the sectoral severity impact matrix defined in CBK Operational Resilience Baselines, and Entity’s specific defined risk appetite; and c) specify the appropriate mitigating actions for each impact tier."
"CRB:9.2.2.1","9.2.2.1","CRB","Operational Resilience","Cyber Crisis Management","Crisis Response and Communication","Regulated Entities shall implement and maintain appropriate tools and threat intelligence feeds from internal systems and third-party providers to assist the Regulated Entities in initiating enterprise-wide risk response efforts whenever necessary."
"CRB:9.2.2.2","9.2.2.2","CRB","Operational Resilience","Cyber Crisis Management","Crisis Response and Communication","Regulated Entities shall implement emergency notification mechanisms to support timely contact with responders and employees in the event of an incident with crisis-level impact."
"CRB:9.2.2.3","9.2.2.3","CRB","Operational Resilience","Cyber Crisis Management","Crisis Response and Communication","Regulated Entities shall implement crisis management response tools (e.g., a decision and action logging capability) to create an auditable trail of response considerations and assist in improvements based on lessons learned."
"CRB:9.2.2.4","9.2.2.4","CRB","Operational Resilience","Cyber Crisis Management","Crisis Response and Communication","Regulated Entities shall report incidents, impacting confidentiality, integrity, and/or availability, regardless whether the root cause is cyber or not, to CBK in accordance with the timelines defined in CBK Operational Resilience Baselines, corresponding to the incident severity rating."
"CRB:9.2.2.5","9.2.2.5","CRB","Operational Resilience","Cyber Crisis Management","Crisis Response and Communication","Regulated Entities shall update CBK on the situation/progress of the reported incidents in accordance with the timelines defined in CBK Operational Resilience Baselines."
"CRB:9.2.2.6","9.2.2.6","CRB","Operational Resilience","Cyber Crisis Management","Crisis Response and Communication","Regulated Entities shall report incidents in accordance with the predefined templates and communication channels outlined in CBK Operational Resilience Baselines."
"CRB:9.2.2.7","9.2.2.7","CRB","Operational Resilience","Cyber Crisis Management","Crisis Response and Communication","Regulated Entities shall identify and escalate incidents that meet the criteria for crisis-level event within the defined timeframe as defined and determined in CBK Operational Resilience Baselines."
"CRB:9.2.2.8","9.2.2.8","CRB","Operational Resilience","Cyber Crisis Management","Crisis Response and Communication","Regulated Entities shall participate and collaborate for sectoral crisis responses based on assessed severity and action/s initiated by CBK."
"CRB:9.2.3.1","9.2.3.1","CRB","Operational Resilience","Cyber Crisis Management","Training, Testing, and Continuous Improvement","Regulated Entities shall adopt a continuous learning model to promote ongoing improvements in future readiness for cyber incidents."
"CRB:9.2.3.2","9.2.3.2","CRB","Operational Resilience","Cyber Crisis Management","Training, Testing, and Continuous Improvement","Regulated Entities shall provide: a) regular training, at least annually, appropriate to crisis responders’ roles in crisis response; and b) ad-hoc training if there is any change to the Regulated Entity’s response process."
"CRB:9.2.3.3","9.2.3.3","CRB","Operational Resilience","Cyber Crisis Management","Training, Testing, and Continuous Improvement","Regulated Entities shall conduct cyber crisis exercises on an annual basis to ensure relevance and effectiveness of cyber crisis management plans, procedures, and response infrastructure."
"CRB:9.2.3.4","9.2.3.4","CRB","Operational Resilience","Cyber Crisis Management","Training, Testing, and Continuous Improvement","Regulated Entities shall participate in CBK-organized sector-wide crisis exercises focused on cyber and other relevant crisis scenarios."
"ORB:3.1.1.1","3.1.1.1","ORB","Governance and Oversight","Operational Resilience Governance Structure and Oversight","Board of Directors","The Board of Directors (hereinafter referred as, the Board), of Regulated Entities shall be the approving authority for the operational resilience strategy and shall provide authorization for the Operational Resilience policy."
"ORB:3.1.1.2","3.1.1.2","ORB","Governance and Oversight","Operational Resilience Governance Structure and Oversight","Board of Directors","The Board may delegate certain responsibilities to relevant committees or independent functions, however, the Board shall retain ultimate accountability for the Entity’s overall operational resilience and shall be reviewed at least annually as part of its formal meetings."
"ORB:3.1.1.3","3.1.1.3","ORB","Governance and Oversight","Operational Resilience Governance Structure and Oversight","Board of Directors","The Board shall be accountable, including approving risk appetite and tolerance levels, and ensuring strategic oversight of evolving operational resilience trends and threats."
"ORB:3.1.1.4","3.1.1.4","ORB","Governance and Oversight","Operational Resilience Governance Structure and Oversight","Board of Directors","The Board shall ensure the allocation of adequate budget and resources to execute the required operational resilience activities."
"ORB:3.1.1.5","3.1.1.5","ORB","Governance and Oversight","Operational Resilience Governance Structure and Oversight","Board of Directors","The Board shall receive regular updates from the Operational Resilience Steering Committee on the overall status of the baseline, as well as additional updates as needed on emerging threats or significant changes in the threat landscape. Additionally, the Board, shall be informed and kept updated on any legal or regulatory implications of operational risks."
"ORB:3.1.2.1","3.1.2.1","ORB","Governance and Oversight","Operational Resilience Governance Structure and Oversight","Operational Resilience Steering Committee","The Operational Resilience Steering Committee shall be established with the participation of: a) The head of the Operational Resilience function; b) Executives and Senior Managers from all relevant departments/ functions (i.e.,CxOs, relevant business functions, and compliance); and"
"ORB:3.1.2.2","3.1.2.2","ORB","Governance and Oversight","Operational Resilience Governance Structure and Oversight","Operational Resilience Steering Committee","The Operational Resilience Steering Committee shall be chaired by a designated senior executive with relevant expertise and sufficient operational resilience knowledge."
"ORB:3.1.2.3","3.1.2.3","ORB","Governance and Oversight","Operational Resilience Governance Structure and Oversight","Operational Resilience Steering Committee","The committee shall develop a charter that is approved by the Board. The charter must include, at a minimum: a) The committee’s objective; b) The committee members; and c) The frequency and quorum of meetings, with meetings held at least four (4) times a year."
"ORB:3.1.2.4","3.1.2.4","ORB","Governance and Oversight","Operational Resilience Governance Structure and Oversight","Operational Resilience Steering Committee","The Board may delegate specific operational resilience related responsibilities to this Operational Resilience Steering Committee, which shall be established and mandated by the Board. These responsibilities shall be limited to advisory, oversight, and some operational coordination functions. This committee shall not have the authority to approve strategic decisions, such as the operational resilience strategy or risk appetite"
"ORB:3.1.2.5","3.1.2.5","ORB","Governance and Oversight","Operational Resilience Governance Structure and Oversight","Operational Resilience Steering Committee","The Operational Resilience Steering Committee shall: a) Review and endorse on the Operational Resilience strategy, Operational Resilience policy, Business Impact Analysis, Risk Assessment Consolidation Report, Crisis Management Plan and Recovery Strategy Report; b) Monitor the effectiveness of operational resilience activities through Key Risk Indicators (KRIs), Key Performance Indicators (KPIs) and resource-allocation status; c) Recommend the regulated entity’s impact-tolerance levels and confirm alignment of those tolerances with overall business objectives and risk appetite; d) Oversee incident and crisis response readiness, including post-incident reviews, lessons-learned and closure of remediation actions; e) Oversee testing, exercising, and training plans to ensure they address technology, cyber, supply-chain, and people disruptions, with results used to drive continual improvement; and f) Stay updated on emerging threats, regulatory changes, and ensure compliance."
"ORB:3.1.3.1","3.1.3.1","ORB","Governance and Oversight","Operational Resilience Governance Structure and Oversight","Executive/Senior Management","Executive/Senior Management shall be the approving authority of operational resilience policy, operational resilience initiatives supporting the strategy approved by the Board, and resilience tolerance levels."
"ORB:3.1.3.2","3.1.3.2","ORB","Governance and Oversight","Operational Resilience Governance Structure and Oversight","Executive/Senior Management","Executive/Senior Management, including CEO and other C-level executives, shall support the effective execution of operational resilience strategy."
"ORB:3.1.3.3","3.1.3.3","ORB","Governance and Oversight","Operational Resilience Governance Structure and Oversight","Executive/Senior Management","Executive/Senior Management shall be responsible for implementing operational resilience strategies, ensuring active alignment with the approved risk appetite and tolerance levels, and continuously adapting the entity’s operational resilience posture to evolving trends and threats."
"ORB:3.1.3.4","3.1.3.4","ORB","Governance and Oversight","Operational Resilience Governance Structure and Oversight","Executive/Senior Management","Executive/Senior Management shall allocate proper operational resilience budget, define, and assign roles and responsibilities with relevant expertise and in alignment with ORB requirements, and continually promote a resilience culture throughout the Regulated Entity."
"ORB:3.1.3.5","3.1.3.5","ORB","Governance and Oversight","Operational Resilience Governance Structure and Oversight","Executive/Senior Management","Executive/Senior Management shall approve the size and resources of the Operational Resilience function."
"ORB:3.1.3.6","3.1.3.6","ORB","Governance and Oversight","Operational Resilience Governance Structure and Oversight","Executive/Senior Management","Executive/Senior Management shall ensure the alignment and implementation of operational resilience policies and standards, developed by the Operational Resilience function, across all business functions."
"ORB:3.1.4.1","3.1.4.1","ORB","Governance and Oversight","Operational Resilience Governance Structure and Oversight","Operational Resilience Function","Regulated Entities shall establish an Operational Resilience Function that is independent of business operations, empowered by the Board, with oversight from the Operational Resilience Steering Committee and in alignment with the Cyber Resilience function. The function shall be headed by a designated Head of Operational Resilience with proven expertise in resilience-related disciplines"
"ORB:3.1.4.2","3.1.4.2","ORB","Governance and Oversight","Operational Resilience Governance Structure and Oversight","Operational Resilience Function","The size of the Operational Resilience Function shall be determined based on the complexity, nature of business, technology assets, and complexity of operations."
"ORB:3.1.4.3","3.1.4.3","ORB","Governance and Oversight","Operational Resilience Governance Structure and Oversight","Operational Resilience Function","The head of the Operational Resilience Function shall be responsible for defining and reviewing the operational resilience strategy."
"ORB:3.1.4.4","3.1.4.4","ORB","Governance and Oversight","Operational Resilience Governance Structure and Oversight","Operational Resilience Function","Regulated Entities shall hold the Operational Resilience Function accountable for implementing, maintaining, and coordination of the operational resilience baseline across all relevant domains"
"ORB:3.1.4.5","3.1.4.5","ORB","Governance and Oversight","Operational Resilience Governance Structure and Oversight","Operational Resilience Function","The Operational Resilience Function shall provide overarching oversight over all functions that support the continuity and recovery of critical business service."
"ORB:3.1.4.6","3.1.4.6","ORB","Governance and Oversight","Operational Resilience Governance Structure and Oversight","Operational Resilience Function","The Operational Resilience Function shall be responsible for managing the business continuity activities across the Regulated Entity."
"ORB:3.1.4.7","3.1.4.7","ORB","Governance and Oversight","Operational Resilience Governance Structure and Oversight","Operational Resilience Function","The Operational Resilience Function shall ensure that operational resilience awareness and training programs are effectively provided/ delivered to all employees, contractors, and relevant third-party vendors."
"ORB:3.1.4.8","3.1.4.8","ORB","Governance and Oversight","Operational Resilience Governance Structure and Oversight","Operational Resilience Function","The Operational Resilience Function shall update the Operational Resilience Steering Committee at least quarterly, or on a need basis, whenever there are any changes or emerging risks that require attention, about the overall status of their program."
"ORB:3.1.4.9","3.1.4.9","ORB","Governance and Oversight","Operational Resilience Governance Structure and Oversight","Operational Resilience Function","The Operational Resilience Function shall consolidate the results for the Business Impact Analysis, Technology Impact Analysis, Risk Assessment, Business Continuity Plan, IT Disaster Recovery Plan, incident and crisis management plans and Recovery strategies report and report them to the Executive/Senior Management for approval."
"ORB:3.2.1.1","3.2.1.1","ORB","Governance and Oversight","Operational Resilience Policy and Strategy","Operational Resilience Strategy","The operational resilience strategy shall be defined, approved, implemented, and maintained at least annually, where: a) the operational resilience strategy shall undergo a formal and documented review on annual basis. b) the operational resilience strategy shall also be subject to change-driven reviews triggered by significant internal or external factors that require revisions. These factors may include, but not limited to: i. major changes in the operating environment (e.g., business expansion, merger, technological advancement). ii. new or updated regulatory, legal, or sectoral requirements. iii. significant shifts in the operational resilience threats landscape or newly identified risks. c) the head of the Operational Resilience function of the Regulated Entity shall present and obtain approval on the defined operational resilience strategy and roadmap from the Board or the corresponding function/ committee as defined in the organization’s structure, annually or following any change-driven revisions"
"ORB:3.2.1.2","3.2.1.2","ORB","Governance and Oversight","Operational Resilience Policy and Strategy","Operational Resilience Strategy","Regulated Entities operational resilience strategy shall at a minimum define: a) The desired operational resilience maturity level and include clear objectives aligned with Regulated Entities business objectives; b) Road map with timelines for achieving strategic objectives; and c) Requirements for continual review and validation of alignment of the strategic objectives with operational resilience baselines."
"ORB:3.2.1.3","3.2.1.3","ORB","Governance and Oversight","Operational Resilience Policy and Strategy","Operational Resilience Strategy","Regulated Entities shall identify the responsibility and accountability for strategy implementation and monitoring Operational Resilience Policy."
"ORB:3.2.1.4","3.2.1.4","ORB","Governance and Oversight","Operational Resilience Policy and Strategy","Operational Resilience Strategy","The operational resilience policy shall be defined, approved, implemented, communicated, enforced, and made accessible to all employees, contractors, and relevant third-party vendors."
"ORB:3.2.1.5","3.2.1.5","ORB","Governance and Oversight","Operational Resilience Policy and Strategy","Operational Resilience Strategy","The operational resilience policy shall be reviewed and updated annually or upon significant changes to current business processes, technology assets, operating environment, or new regulatory requirements."
"ORB:3.2.1.6","3.2.1.6","ORB","Governance and Oversight","Operational Resilience Policy and Strategy","Operational Resilience Strategy","Regulated Entities shall develop and maintain an operational resilience policy that: a) Define operational resilience objectives and scope, Executive/ Senior Management’s commitment, operational and resilience roles, and responsibilities, (refer to section 3.2.1) enforcement mechanisms, and deterrents for non-compliance; b) Incorporate relevant international best practices, frameworks, and standards; c) Align with the Regulated Entity’s business objectives, requirements; and d) Consider applicable legal, regulatory requirements."
"ORB:3.2.1.7","3.2.1.7","ORB","Governance and Oversight","Operational Resilience Policy and Strategy","Operational Resilience Strategy","Regulated Entities shall ensure that supporting procedures, processes, and guidelines are established to enable the implementation of the policy."
"ORB:3.2.1.8","3.2.1.8","ORB","Governance and Oversight","Operational Resilience Policy and Strategy","Operational Resilience Strategy","The operational resilience policy shall be approved by the Executive/Senior Management and authorized by the Board, to ensure alignment with the Entity’s overall objectives and the proper management of resilience risks."
"ORB:3.3.1.1","3.3.1.1","ORB","Governance and Oversight","Compliance","Compliance","Regulated Entities shall identify, document, and maintain a compliance register documenting all applicable legal, regulatory, and compliance requirements. Any changes to these requirements must be identified, assessed, implemented, and appropriately reflected in the register, which shall be reviewed and updated regularly, at least annually."
"ORB:3.3.1.2","3.3.1.2","ORB","Governance and Oversight","Compliance","Compliance","The compliance register shall cover: a) CBK requirements, instructions, laws, and regulations, including but not limited to: • Operational Resilience Baselines for Kuwaiti Banking and Financial Sector; • Cyber Resilience Baselines for Kuwaiti Banking and Financial Sector; and • Other requirements, instructions, regulations issued by CBK. b) Relevant international standards and industry best practices related to operational resilience such as: • International Organization of Standardization (e.g., ISO 22301, ISO 31000, and ISO 22361). • BCI Good Practice Guideline • Basel Committee Principles for Operational Resilience"
"ORB:3.3.1.3","3.3.1.3","ORB","Governance and Oversight","Compliance","Compliance","Regulated Entities shall obtain and maintain certification for ISO 22301 and shall provide attestation of compliance to CBK upon request or at regular intervals in line with the specific requirements of the relevant standards."
"ORB:4.1.1.1","4.1.1.1","ORB","Risk and Threat Management","Risk Assessment Methodology","Risk Assessment Methodology","Operational Resilience Function shall define, implement, and maintain a risk assessment methodology on annual basis or upon significant changes to current business processes, technology assets, operating environment, or new regulatory requirements."
"ORB:4.1.1.2","4.1.1.2","ORB","Risk and Threat Management","Risk Assessment Methodology","Risk Assessment Methodology","The Risk assessment shall be part of the regulated entity’s overall risk management and aligned with its risk appetite. It shall focus on identifying business disruption risks that could disrupt the regulated entity’s operation."
